"mturk_id","trial_type","stim_type","train_type","category_type","dimension","z"
178,"Similarity","LD","TRAIN","WITHIN","shape-relevant",-0.133467279242075
179,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.54387821053813
179,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.459989630215305
180,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.057493916545186
180,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.057493916545186
181,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.27162163621769
181,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",0.77876623544204
182,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.237811996269399
182,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.0434065665667318
183,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.804123465403257
183,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",1.01543371508007
184,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.437110926490898
184,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",0.446817043222465
185,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",0.737553358205495
185,"Similarity","HD","TRAIN","WITHIN","shape-relevant",0.241808429152657
186,"Similarity","LD","CONTROL","BETWEEN","shape-relevant",-0.738168796239579
186,"Similarity","LD","CONTROL","WITHIN","shape-relevant",-0.858528138243726
187,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.168376114009411
187,"XAB","LD","CONTROL","WITHIN","shape-relevant",0.383463242608313
188,"XAB","LD","CONTROL","BETWEEN","shape-relevant",-0.220247220618149
188,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.38547324213276
189,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.658083415730125
189,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.333532302040711
190,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.116809074349204
190,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",0.50828911585572
191,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",1.07178311499389
191,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",0.67733731559717
192,"XAB","LD","CONTROL","BETWEEN","shape-relevant",-0.140811633351509
192,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.432075453329188
193,"XAB","HD","CONTROL","BETWEEN","shape-relevant",-0.00100499976222333
193,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.233670420905507
194,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.296084096615009
194,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.181111536097504
195,"XAB","LD","TRAIN","BETWEEN","shape-relevant",-0.0159842819325039
195,"XAB","LD","TRAIN","WITHIN","shape-relevant",0.239544649207577
196,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.410349133683176
196,"XAB","HD","CONTROL","WITHIN","shape-relevant",-0.0876243270947157
197,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.0589121289188992
197,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.130531733822885
198,"Similarity","HD","CONTROL","BETWEEN","shape-relevant",0.293757813720542
198,"Similarity","HD","CONTROL","WITHIN","shape-relevant",0.321681181065504
199,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",-0.0139035900310097
199,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.167370390385767
200,"Similarity","HD","CONTROL","BETWEEN","shape-relevant",0.00917605887992664
200,"Similarity","HD","CONTROL","WITHIN","shape-relevant",-0.00583378271949359
201,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",-0.0270170269122231
201,"Similarity","HD","TRAIN","WITHIN","shape-relevant",-0.412137962686814
202,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.033946658635098
202,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.0825588693559734
203,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.437110926490898
203,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.296978866178907
204,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.410349133683176
204,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.31355992581367
205,"Similarity","HD","CONTROL","BETWEEN","shape-relevant",0.407239479038737
205,"Similarity","HD","CONTROL","WITHIN","shape-relevant",0.343139532325671
206,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.383463242608313
206,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.433394183175915
207,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.550623347986807
207,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.00717293947939768
208,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.585323460497493
208,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.335327939542365
209,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",0.0762512885273344
209,"Similarity","HD","TRAIN","WITHIN","shape-relevant",-0.0949684725694214
210,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.0892157090803524
210,"Similarity","LD","TRAIN","WITHIN","shape-relevant",-0.0987552404388627
211,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.491006806907764
211,"XAB","LD","CONTROL","WITHIN","shape-relevant",0.0619079853529554
212,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",0.823899321824307
212,"Similarity","HD","TRAIN","WITHIN","shape-relevant",0.152824393172993
213,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.296084096615009
213,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.291485194194309
214,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.329691460458588
214,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.16577710363531
215,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.650645494585362
215,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.315091173294062
216,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.27162163621769
216,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.804123465403257
217,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.0877184407848234
217,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.199064397347045
218,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.033946658635098
218,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.178802566392076
219,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.329691460458588
219,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.397443905967241
220,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.383463242608313
220,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.351689007701657
221,"XAB","LD","CONTROL","BETWEEN","shape-relevant",-0.0876243270947157
221,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.377249322509861
222,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.170192716372819
222,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",-0.0967254937452597
223,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.94192025375523
223,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.333602487321152
224,"Similarity","LD","CONTROL","BETWEEN","shape-relevant",0.45019804567803
224,"Similarity","LD","CONTROL","WITHIN","shape-relevant",-0.349607574190079
225,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",-0.128127636112092
225,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",-0.264502654390909
226,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",-0.203492777792491
226,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.373050556062559
227,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",1.12842246717694
227,"Similarity","HD","TRAIN","WITHIN","shape-relevant",-0.257438846396406
228,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.443724722603695
228,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.499968770599384
229,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",-0.0843883132675327
229,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.381372864531288
230,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.54387821053813
230,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",0.330343642443667
231,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",0.265469630481803
231,"Similarity","HD","TRAIN","WITHIN","shape-relevant",-0.0448989862956962
232,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.523269876197599
232,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.732979826581528
233,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.410349133683176
233,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.433394183175915
234,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.189287362623194
234,"XAB","LD","TRAIN","WITHIN","shape-relevant",0.256366302981689
235,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.979803515856515
235,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.538499938590116
236,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",-0.310260061839723
236,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",-0.0326651233169206
237,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.0100417903019719
237,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",-0.119604197469666
238,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.296084096615009
238,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.121325804628402
239,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.208704950621706
239,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.645600680588224
240,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",-0.128127636112092
240,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",-0.235522963006661
241,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.321914424013984
241,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.353962823531458
242,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.0619079853529554
242,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.315569925338117
243,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.47447947590743
243,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",-0.375963005868789
244,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.411690144574891
244,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.77876623544204
245,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.344628066611289
245,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.181111536097504
246,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.0687637965279494
246,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.170192716372819
247,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.602427943386032
247,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.602427943386032
248,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.033946658635098
248,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.0534324873582056
249,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.116809074349204
249,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",-0.167903683110081
250,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.262400825322701
250,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",0.716348438614428
251,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.411690144574891
251,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",-0.119604197469666
252,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.223576358396435
252,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",0.315091173294062
253,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",-0.0966191149740496
253,"Similarity","LD","TRAIN","WITHIN","shape-relevant",-0.355423098372182
254,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",1.03517136046608
254,"Similarity","HD","TRAIN","WITHIN","shape-relevant",1.20963708592919
255,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.0619079853529554
255,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.260383096289714
256,"XAB","LD","CONTROL","BETWEEN","shape-relevant",0.133808539770302
256,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.0159842819325039
257,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.249033787234
257,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.103849975429741
258,"XAB","HD","TRAIN","BETWEEN","shape-relevant",-0.265638984770515
258,"XAB","HD","TRAIN","WITHIN","shape-relevant",-0.315569925338117
259,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.732979826581528
259,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.616474298590456
260,"XAB","HD","CONTROL","BETWEEN","shape-relevant",-0.0659152225001061
260,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.447011712421625
261,"Similarity","LD","TRAIN","BETWEEN","shape-relevant",0.684529461251022
261,"Similarity","LD","TRAIN","WITHIN","shape-relevant",0.670617815168344
262,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.27162163621769
262,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.64352767564888
263,"Similarity","HD","CONTROL","BETWEEN","shape-relevant",0.258564487389763
263,"Similarity","HD","CONTROL","WITHIN","shape-relevant",0.293325502614568
264,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",-0.417027345886955
264,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",-0.438380802696401
265,"XAB","LD","CONTROL","BETWEEN","shape-relevant",-0.234912252113529
265,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.432075453329188
266,"XAB","HD","CONTROL","BETWEEN","shape-relevant",0.266957714617241
266,"XAB","HD","CONTROL","WITHIN","shape-relevant",0.601911107591572
267,"Similarity","LD","CONTROL","BETWEEN","shape-relevant",0.611506476611488
267,"Similarity","LD","CONTROL","WITHIN","shape-relevant",0.510633885217537
268,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.00355391220264467
268,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.665086509311332
269,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.395590316028086
269,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.9140047952352
270,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.67733731559717
270,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",0.423765015984995
271,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.54387821053813
271,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.00114451663136936
272,"Same-Different","LD","TRAIN","BETWEEN","shape-relevant",0.98162407513178
272,"Same-Different","LD","TRAIN","WITHIN","shape-relevant",0.237811996269399
273,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.88019515528691
273,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",0.631233261122229
274,"Same-Different","HD","CONTROL","BETWEEN","shape-relevant",0.88019515528691
274,"Same-Different","HD","CONTROL","WITHIN","shape-relevant",0.0434065665667318
275,"XAB","LD","TRAIN","BETWEEN","shape-relevant",0.168376114009411
275,"XAB","LD","TRAIN","WITHIN","shape-relevant",-0.265638984770515
276,"Same-Different","HD","TRAIN","BETWEEN","shape-relevant",0.349184927863767
276,"Same-Different","HD","TRAIN","WITHIN","shape-relevant",-0.119604197469666
277,"XAB","LD","CONTROL","BETWEEN","shape-relevant",-0.273627935261331
277,"XAB","LD","CONTROL","WITHIN","shape-relevant",-0.623966911196836
278,"Similarity","HD","TRAIN","BETWEEN","shape-relevant",0.485864059997467
278,"Similarity","HD","TRAIN","WITHIN","shape-relevant",0.0535369425009466
279,"XAB","HD","TRAIN","BETWEEN","shape-relevant",0.410349133683176
279,"XAB","HD","TRAIN","WITHIN","shape-relevant",0.628124851389563
280,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",0.102573436476239
280,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",-0.375963005868789
281,"Same-Different","LD","CONTROL","BETWEEN","shape-relevant",-0.203492777792491
281,"Same-Different","LD","CONTROL","WITHIN","shape-relevant",-0.641238642386141
282,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.0552048832824474
282,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.366783918100022
283,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.551285539549299
283,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.457793428460092
284,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.0552048832824474
284,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.303142242903241
285,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.185910390797365
285,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.0296018111782137
286,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.00706076756023545
286,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.208704950621706
287,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.506000082592981
287,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
288,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.509745805323236
288,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.315569925338117
289,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.929034149527134
289,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.536801885669404
290,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.0296018111782137
290,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.140811633351509
291,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.966266943529151
291,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-1.10494153854799
292,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.0833795832393557
292,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.844096482075881
293,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.987576278461124
293,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.865136688450661
294,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.230208081142353
294,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.0232511477990957
295,"XAB","LD","TRAIN","BETWEEN","tail-relevant",0.0619079853529554
295,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.130531733822885
296,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.280602482937714
296,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
297,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.0326651233169206
297,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.0833795832393557
298,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.0735969056643525
298,"XAB","LD","CONTROL","WITHIN","tail-relevant",0.07763623163175
299,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.189743955107759
299,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.701877728676933
300,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.731397682248248
300,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.844096482075881
301,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.846606831988077
301,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.658172445499333
302,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.13819616568773
302,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.266337249994372
303,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.223576358396435
303,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.47447947590743
304,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.751534414599278
304,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.473378243830457
305,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.208704950621706
305,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.105859974954188
306,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.597451531245017
306,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.42697685178924
307,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.247455777106057
307,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.170192716372819
308,"XAB","LD","TRAIN","BETWEEN","tail-relevant",0.189287362623194
308,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.634693762878878
309,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-1.27531534541237
309,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-1.29115234226122
310,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.50828911585572
310,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.0638740217307268
311,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.365500865905719
311,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.506215334778052
312,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.341739512061351
312,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.186166465425134
313,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.235522963006661
313,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.264502654390909
314,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.480285823458521
314,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.300525853291822
315,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.161043598261722
315,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.15045218662617
316,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.699198025154638
316,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
317,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.439303482457581
317,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.674165137000117
318,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.00879949511812778
318,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.468513068857731
319,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.284242134966799
319,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.547183356533699
320,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.140811633351509
320,"XAB","LD","TRAIN","WITHIN","tail-relevant",0.593173192992242
321,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.315569925338117
321,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.105859974954188
322,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.490328217324724
322,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.105859974954188
323,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.146080339919797
323,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.0235633724867441
324,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",0.701487058417377
324,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.872392930683458
325,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.539809722541271
325,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.0326651233169206
326,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.729778030682719
326,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.514836878893371
327,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.742667562231011
327,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.475264046276354
328,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.435551022057726
328,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.369509143103921
329,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.731397682248248
329,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
330,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.457700596952567
330,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.659680264176117
331,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.365500865905719
331,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.500608116853348
332,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.228190779344813
332,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.781592037302403
333,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.350818045286806
333,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.603352577841564
334,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.189287362623194
334,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.094732151500005
335,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.116809074349204
335,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.0638740217307268
336,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.280602482937714
336,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",0.102573436476239
337,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.217767128203765
337,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.114250452217215
338,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.719406494240304
338,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.788976727799585
339,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.858868486840877
339,"Similarity","HD","TRAIN","WITHIN","tail-relevant",0.368456622189641
340,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.435231623150558
340,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.775088195655346
341,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.167903683110081
341,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.167903683110081
342,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-1.11438321310246
342,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-1.1637449502469
343,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.29084782837659
343,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",0.0100417903019719
344,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.509745805323236
344,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.361159044986797
345,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.0693835152976828
345,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.00406851237009941
346,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.208704950621706
346,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.315569925338117
347,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.415502594518178
347,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.642577181689193
348,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.138985603359509
348,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.217506952134063
349,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
349,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.68805199000685
350,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.154254578888941
350,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.16577710363531
351,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.128127636112092
351,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.170192716372819
352,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.40294907133142
352,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.38547324213276
353,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",0.43687080276071
353,"Similarity","LD","CONTROL","WITHIN","tail-relevant",0.487217033643941
354,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",0.47447947590743
354,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.423765015984995
355,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.486112059093987
355,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.675048282334431
356,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.441395895568474
356,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.0396357800961051
