"mturk_id","trial_type","stim_type","train_type","category_type","dimension","z"
357,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
357,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
358,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.00706076756023545
358,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.315569925338117
359,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.587416157317284
359,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.265638984770515
360,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.467628506121002
360,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.510902847829007
361,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.00879949511812778
361,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",0.110528645875837
362,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.337018674784114
362,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.461470892281128
363,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.915452375614448
363,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-1.20722634622145
364,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.249033787234
364,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.033946658635098
365,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.915200194135964
365,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.802583151029716
366,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.140811633351509
366,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.269980805689437
367,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.145791965506527
367,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.0825588693559734
368,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.772772480852548
368,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.739513764124832
369,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.747497510795053
369,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.708857922282721
370,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.0619079853529554
370,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.184501206348161
371,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.121394045352997
371,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.0159842819325039
372,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-1.01996646755772
372,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-1.3449174334742
373,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.168376114009411
373,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.370756754386519
374,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.0483263618441955
374,"Similarity","HD","CONTROL","WITHIN","tail-relevant",0.515879259970022
375,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.0876243270947157
375,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.432075453329188
376,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.033946658635098
376,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.15000943819291
377,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",0.252904414205991
377,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.0964411045186484
378,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.429861807903107
378,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.346984886813837
379,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.0572788043304087
379,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.521131328596354
380,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.134785485351971
380,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.0876243270947157
381,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.061439798725409
381,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.346657050891806
382,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.30239920141771
382,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.499100754635915
383,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.00706076756023545
383,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.11618585486409
384,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.116809074349204
384,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.00879949511812778
385,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.490328217324724
385,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.665086509311332
386,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",0.221129547916897
386,"Similarity","LD","CONTROL","WITHIN","tail-relevant",0.378188172717279
387,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.310260061839723
387,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.0326651233169206
388,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.514022941431779
388,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.347640558657897
389,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.383463242608313
389,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.208704950621706
390,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.336951882851531
390,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",0.395590316028086
391,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.60153803949802
391,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.140811633351509
392,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",1.65805961232373
392,"Similarity","HD","TRAIN","WITHIN","tail-relevant",1.34989384561521
393,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.310260061839723
393,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.554299568233395
394,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-1.05314346286719
394,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-1.03135201628518
395,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.128127636112092
395,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.0638740217307268
396,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.203111750745664
396,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.0254367206126313
397,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.140811633351509
397,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.0876243270947157
398,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.577707363318028
398,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.134785485351971
399,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.167903683110081
399,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.170192716372819
400,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.971184482359607
400,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.857304635759593
401,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",0.0260068700422493
401,"Similarity","LD","CONTROL","WITHIN","tail-relevant",0.142933115068306
402,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
402,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.573619362489561
403,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.0619079853529554
403,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.033946658635098
404,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.0908806927839073
404,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.577707363318028
405,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.0908806927839073
405,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.565224628176127
406,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.315569925338117
406,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.199064397347045
407,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.033946658635098
407,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.701877728676933
408,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.273627935261331
408,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.370756754386519
409,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.0437236933589496
409,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.033946658635098
410,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.226744757872247
410,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.296346845934073
411,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.330343642443667
411,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.0779846074229375
412,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.00879949511812778
412,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.235522963006661
413,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.792183448937955
413,"XAB","LD","TRAIN","WITHIN","tail-relevant",0.033946658635098
414,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.189743955107759
414,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.315569925338117
415,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.31355992581367
415,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.161043598261722
416,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.235522963006661
416,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.247455777106057
417,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.383055937326472
417,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.554299568233395
418,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
418,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.844096482075881
419,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.490328217324724
419,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.220247220618149
420,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.0100417903019719
420,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.409401111312152
421,"XAB","LD","TRAIN","BETWEEN","tail-relevant",0.0657208935417539
421,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.210714950146152
422,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.509745805323236
422,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.0396357800961051
423,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.0333114766152056
423,"Similarity","HD","CONTROL","WITHIN","tail-relevant",0.135964260040004
424,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.605440200087952
424,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.383055937326472
425,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.189743955107759
425,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.15000943819291
426,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.170192716372819
426,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.0779846074229375
427,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.396227598562705
427,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.500608116853348
428,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.229675945660098
428,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.333532302040711
429,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.276734749341093
429,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.253890528166373
430,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.525279875722046
430,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.15000943819291
431,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.731397682248248
431,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.73732919802865
432,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.475787977958202
432,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.741043665094307
433,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.396534944743565
433,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.465380488369937
434,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.463507140244049
434,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.74229540225115
435,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.90725647756369
435,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.628692366167909
436,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.29262299706736
436,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.432713980424771
437,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.234912252113529
437,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.0534324873582056
438,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.277088630094726
438,"XAB","HD","TRAIN","WITHIN","tail-relevant",0.0657208935417539
439,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.365500865905719
439,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.269980805689437
440,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.336951882851531
440,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.68805199000685
441,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.0326651233169206
441,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.110528645875837
442,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.0326651233169206
442,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.219918513799758
443,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
443,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.590524182463706
444,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.554299568233395
444,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.373050556062559
445,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.940922704941421
445,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-1.0197813366841
446,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.618698882420614
446,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.659680264176117
447,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.128127636112092
447,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.375963005868789
448,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.747497510795053
448,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.573619362489561
449,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.280602482937714
449,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.423765015984995
450,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.0657208935417539
450,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.315569925338117
451,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.189743955107759
451,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.178802566392076
452,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.0252942594515764
452,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.167903683110081
453,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.34476568980317
453,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.464131589619345
454,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.525279875722046
454,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.315569925338117
455,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.506000082592981
455,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.659680264176117
456,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.110528645875837
456,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.50828911585572
457,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.167903683110081
457,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.121893230732405
458,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.253610522345749
458,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.30029435764287
459,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.900371923201053
459,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.279450686875586
460,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.249770158687679
460,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.162249344749739
461,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",0.140935837758706
461,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.0524725220345788
462,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.336951882851531
462,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.618698882420614
463,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.315091173294062
463,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.229856786869802
464,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.361159044986797
464,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.315569925338117
465,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-1.09412295312098
465,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-1.07069232692882
466,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.085090818814741
466,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.216225187626877
467,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.00355391220264467
467,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.333532302040711
468,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.228190779344813
468,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.253890528166373
469,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.441603377541362
469,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.938400890156573
470,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.743884909751903
470,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.743572685064255
471,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.0913920806927267
471,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.154404699472584
472,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.203492777792491
472,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.0252942594515764
473,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.280602482937714
473,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.844096482075881
474,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.236832017011641
474,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.313873458688772
475,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-1.04229965929234
475,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.903743949827651
476,"XAB","HD","CONTROL","BETWEEN","tail-relevant",-0.189743955107759
476,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.15045218662617
477,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.805627341734284
477,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.506477062881598
478,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.315569925338117
478,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.199064397347045
479,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.310260061839723
479,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.438380802696401
480,"XAB","LD","TRAIN","BETWEEN","tail-relevant",-0.0534324873582056
480,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.500608116853348
481,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.615155568743729
481,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.839844801297939
482,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.116809074349204
482,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.393301282765348
483,"XAB","HD","TRAIN","BETWEEN","tail-relevant",0.383463242608313
483,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.184501206348161
484,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",0.057493916545186
484,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.409401111312152
485,"XAB","LD","CONTROL","BETWEEN","tail-relevant",0.111617010629146
485,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.623966911196836
486,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.170192716372819
486,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.170192716372819
487,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.111617010629146
487,"XAB","HD","CONTROL","WITHIN","tail-relevant",-0.0219759948006162
488,"XAB","HD","TRAIN","BETWEEN","tail-relevant",-0.140811633351509
488,"XAB","HD","TRAIN","WITHIN","tail-relevant",-0.315569925338117
489,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.198639719426708
489,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",0.33924091611427
490,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.29084782837659
490,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.554299568233395
491,"XAB","HD","CONTROL","BETWEEN","tail-relevant",0.121325804628402
491,"XAB","HD","CONTROL","WITHIN","tail-relevant",0.239544649207577
492,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.11067406034052
492,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.110068793826576
493,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.39046633618952
493,"XAB","LD","CONTROL","WITHIN","tail-relevant",0.103849975429741
494,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.264502654390909
494,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",0.0434065665667318
495,"XAB","LD","CONTROL","BETWEEN","tail-relevant",-0.228190779344813
495,"XAB","LD","CONTROL","WITHIN","tail-relevant",-0.00100499976222333
496,"Same-Different","HD","CONTROL","BETWEEN","tail-relevant",-0.29084782837659
496,"Same-Different","HD","CONTROL","WITHIN","tail-relevant",-0.106431610476826
497,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",0.307375613558725
497,"Similarity","LD","TRAIN","WITHIN","tail-relevant",0.372597707520551
498,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.0359274701176022
498,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.218587235263866
499,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.972641530901964
499,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.849742653850976
500,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.472349343398239
500,"Similarity","HD","TRAIN","WITHIN","tail-relevant",-0.587616453584107
501,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.361101625671738
501,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",0.229856786869802
502,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.134094043161791
502,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.336951882851531
503,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.567472155226236
503,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.409401111312152
504,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",-0.366783918100022
504,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.106431610476826
505,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",0.032780245266111
505,"Similarity","HD","TRAIN","WITHIN","tail-relevant",0.0284170471765436
506,"Similarity","LD","TRAIN","BETWEEN","tail-relevant",-0.257006535290432
506,"Similarity","LD","TRAIN","WITHIN","tail-relevant",-0.321132682676587
507,"Same-Different","LD","CONTROL","BETWEEN","tail-relevant",-0.844096482075881
507,"Same-Different","LD","CONTROL","WITHIN","tail-relevant",-0.264502654390909
508,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",1.41546103002128
508,"Similarity","HD","CONTROL","WITHIN","tail-relevant",0.707335438435742
509,"Same-Different","LD","TRAIN","BETWEEN","tail-relevant",-0.203492777792491
509,"Same-Different","LD","TRAIN","WITHIN","tail-relevant",-0.375963005868789
510,"Similarity","HD","TRAIN","BETWEEN","tail-relevant",-0.278795015031526
510,"Similarity","HD","TRAIN","WITHIN","tail-relevant",0.107202856460199
511,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.437110926490898
511,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",0.110528645875837
512,"XAB","LD","TRAIN","BETWEEN","tail-relevant",0.00355391220264467
512,"XAB","LD","TRAIN","WITHIN","tail-relevant",-0.130531733822885
513,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",-0.628361775322164
513,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.381079822704992
514,"Similarity","HD","CONTROL","BETWEEN","tail-relevant",0.0206054543932372
514,"Similarity","HD","CONTROL","WITHIN","tail-relevant",-0.0270170269122231
515,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.160431993442832
515,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-0.0938955550064129
516,"Same-Different","HD","TRAIN","BETWEEN","tail-relevant",0.0687637965279494
516,"Same-Different","HD","TRAIN","WITHIN","tail-relevant",-0.336951882851531
517,"Similarity","LD","CONTROL","BETWEEN","tail-relevant",-0.931844171715966
517,"Similarity","LD","CONTROL","WITHIN","tail-relevant",-1.08483426866346
